GCA_014378125.1,60,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Vitreoscilla sp.,
GCA_015500155.1,1897645,Eukaryota,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Haplosporangium,Haplosporangium bisporale,
GCA_016584345.1,1912932,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus ampliporus,
GCA_016647785.1,1912939,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus fuscotomentosus,
GCA_002803225.1,2037899,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Hyphodiscaceae,Gamarada,Gamarada debralockiae,
GCA_002921095.1,2048672,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Cladosporium sp. SL-16,
GCA_002865625.1,2082293,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha hepaticicola,
GCA_018398735.1,2086344,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera cerasi,
GCA_003313855.1,2175967,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus sp. MG131,
GCA_003988895.1,2305101,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Hyphodiscaceae,Hyphodiscus,Hyphodiscus sp. D1413,
GCA_004000165.1,2305253,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina sp. SM11,
GCA_003990785.1,2340872,Eukaryota,Mucoromycota,Endogonomycetes,Endogonales,Endogonaceae,Endogone,Endogone sp. FLAS-F59071,
GCA_013368295.1,2480587,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,Psilocybe cf. subviscida,
GCA_021399475.1,2482753,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha finlandica,
GCA_021399465.1,2614599,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha sp. PMI_1271,
GCA_014905255.1,2684246,Eukaryota,Ascomycota,Dothideomycetes,Racodiales,Racodiaceae,Racodium,Racodium therryanum,
GCA_003206725.1,2723674,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces emzantsi,
GCA_014462655.1,2733690,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena venus,
GCA_022570785.1,2753775,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina vaccinii,
GCA_017163955.1,2804010,Eukaryota,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Arthrinium,Arthrinium sp. KUC21332,
GCA_020726505.1,2826080,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Leptodontidiaceae,Leptodontidium,Leptodontidium sp. MPI-SDFR-AT-0119,
GCA_003640505.1,4781,Eukaryota,Oomycota,,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii,
GCA_000755165.1,5679,Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania panamensis,
GCA_000826325.1,28015,Eukaryota,Discosea,,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba palestinensis,
GCA_002893405.1,88456,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,Cyclospora,Cyclospora cayetanensis,
GCA_015148605.1,96789,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Chromulina,Chromulina nebulosa,
GCA_000252605.1,143453,Eukaryota,Oomycota,,Peronosporales,Peronosporaceae,Pseudoperonospora,Pseudoperonospora cubensis,
GCA_003640485.1,162140,Eukaryota,Oomycota,,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara obducens,
GCA_003640625.1,162140,Eukaryota,Oomycota,,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara obducens,
GCA_900092255.1,361085,Eukaryota,Evosea,Eumycetozoa,,,Synstelium,Synstelium polycarpum,
GCA_900092235.1,361140,Eukaryota,Evosea,Eumycetozoa,Acytosteliales,Acytosteliaceae,Rostrostelium,Rostrostelium ellipticum,
GCA_015146095.1,457357,Eukaryota,,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,Dinobryon divergens,
GCA_015148585.1,1117030,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella encystans,
GCA_015148565.1,1117031,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Spumella,Spumella vulgaris,
GCA_000318465.2,1254522,Eukaryota,Oomycota,,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,Phytophthora lateralis MPF4
GCA_000340495.1,1295824,Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania,Leishmania panamensis,Leishmania panamensis MHOM/COL/81/L13
GCA_015143705.1,1825119,Eukaryota,,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,Dinobryon sp. LO226KS,
GCA_015144965.1,1841616,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Chromulinospumella,Chromulinospumella sphaerica,
GCA_000889715.1,430911,Viruses,Kitrinoviricota,Magsaviricetes,Nodamuvirales,Nodaviridae,,Penaeus vannamei nodavirus,
